URL,ASIN,Title,Brand,Fulfillment,BSR,Price,Monthly Sales,Monthly Revenue,Review Count,Reviews Rating,Seller,Number of Active Sellers,Last Year Sales,Size Tier,Length,Width,Height,Weight,Storage Fee (Jan - Sep),Storage Fee (Oct - Dec),Best Sales Period,Age (Month),Number of Images,Variation Count,Sales to Reviews
https://amazon.com/dp/B09ZBLMZ9B,B09ZBLMZ9B,"Kelley's Local Texas Raw & Unfiltered Raw Honey, Pure Honey, (32 ounce)",Kelley's,Amazon,25085,13.96,521,7273.16,222,4.7,Amazon,2,3943,Large Standard-Size,2.32,3.46,7.13,2.07,N/A,N/A,05/01/2024,30,10,0,2.35
https://amazon.com/dp/B0CBKV4JBR,B0CBKV4JBR,"NAKI Manuka Honey Harvested, Tested. Traceable. Certified 100% New Zealand Honey - International Gold Award Winner (UMF 20+ MGO 830+, 8.8 oz)",NAKI Manuka Honey,FBA,29283,38.95,211,8218.45,54,4.3,Gift Stars,1,957,Large Standard-Size,2.17,2.56,3.31,0.6,9.26,25.54,09/01/2024,15,9,6,3.91
https://amazon.com/dp/B0CBL6TFCZ,B0CBL6TFCZ,"Beekeeper Direct Raw Unfiltered Honey - Real Raw Citrus Honey - All Natural Non-GMO Pure Gourmet Honey - Local California Orange, Grapefruit, and Lemon Honey (1lbs Squeeze Bottle)",Beekeeper Direct Honey ESTD 1918,FBA,19143,14.99,498,7465.02,166,4.6,Beekeeper Direct Honey,1,4537,Large Standard-Size,1.81,2.87,5.55,1.08,14.52,40.04,11/01/2023,15,4,12,3.02
https://amazon.com/dp/B0DD8N9WTW,B0DD8N9WTW,"P.R.I Manuka Honey Nuggets, Sweet and All Natural Hard Candy Treat, 1lb",P.R.I,FBA,13404,29.99,775,23242.25,564,4.4,Pacific Resources International,1,0,Large Standard-Size,2.99,8.86,9.21,1.06,122.84,338.87,09/01/2024,2,6,7,1.37
https://amazon.com/dp/B0CBKQJBRD,B0CBKQJBRD,"NAKI Manuka Honey Harvested, Tested. Traceable. Certified 100% New Zealand Honey - International Gold Award Winner (UMF 15+ MGO 510+, 8.8 oz)",NAKI Manuka Honey,FBA,29283,28.95,204,5905.8,54,4.3,Gift Stars,1,950,Large Standard-Size,2.28,2.48,3.35,0.62,9.54,26.31,09/01/2024,15,8,6,3.78
https://amazon.com/dp/B0CBKTH9D2,B0CBKTH9D2,"NAKI Manuka Honey Harvested, Tested. Traceable. Certified 100% New Zealand Honey - International Gold Award Winner (UMF 15+ MGO 510+, 17.6)",NAKI Manuka Honey,FBA,38824,38.95,204,7945.8,54,4.3,Gift Stars,1,950,Large Standard-Size,2.56,2.8,4.69,1.17,16.93,46.69,09/01/2024,15,8,6,3.78
https://amazon.com/dp/B0CBKWN7P1,B0CBKWN7P1,"NAKI Manuka Honey Harvested, Tested. Traceable. Certified 100% New Zealand Honey - International Gold Award Winner (UMF 12+ MGO 350+, 17.6)",NAKI Manuka Honey,FBA,29283,39.99,204,8157.96,54,4.3,Gift Stars,1,950,Large Standard-Size,2.6,2.95,4.61,1.19,17.8,49.11,09/01/2024,15,7,6,3.78
https://amazon.com/dp/B0CBKRVJTJ,B0CBKRVJTJ,"NAKI Manuka Honey Harvested, Tested. Traceable. Certified 100% New Zealand Honey - International Gold Award Winner (UMF 12+ MGO 350+, 8.8 oz)",NAKI Manuka Honey,FBA,29283,19.85,204,4049.4,54,4.3,Naki New Zealand,1,950,Large Standard-Size,2.24,2.56,3.31,0.6,9.56,26.36,09/01/2024,15,8,6,3.78
https://amazon.com/dp/B0B2HQFHSX,B0B2HQFHSX,"New Zealand Honey Co. Raw Manuka Honey UMF 15+ | MGO 514+, UMF Certified / 4.4oz",NEW ZEALAND HONEY CO,FBA,28502,20.41,338,6898.58,7100,4.6,New Zealand Honey Co,1,0,Large Standard-Size,1.69,1.73,2.72,0.31,4.01,11.06,10/01/2024,29,9,0,0.05
https://amazon.com/dp/B0CRPKTSW2,B0CRPKTSW2,"Gold Fern Honey - Raw New Zealand Manuka Honey | 1.1lb Certified Monofloral MGO 200+ | Pure, Natural, Genuine, Unpasteurized, and Unfiltered Superfood Honey, Traceable from Hive to Hand.",Gold Fern Honey,FBA,37686,32.99,214,7059.86,44,4.7,Gold Fern Honey,1,0,Large Standard-Size,2.6,2.64,4.41,1.17,15.24,42.04,10/01/2024,9,8,0,4.87
https://amazon.com/dp/B0BYQG9K2T,B0BYQG9K2T,"Sue Bee Honey Regional Northwest USA Honey, Strained, Unfiltered Beekeeper-Owned Co-op Honey, 24-Ounce",Sue Bee,FBA,19853,15,447,6705,235,4.6,Sioux Honey Co-op,1,5687,Large Standard-Size,1.81,4.41,6.38,1.6,25.64,70.74,10/01/2023,19,8,10,1.9
https://amazon.com/dp/B0DD8HMXST,B0DD8HMXST,"P.R.I Manuka Honey & Ginger Nuggets, Sweet and All Natural Hard Candy Treat, 1lb",P.R.I,FBA,13674,29.99,742,22252.58,564,4.4,Pacific Resources International,1,0,Large Standard-Size,2.76,7.8,8.58,1.08,93,256.54,09/01/2024,2,6,7,1.31
https://amazon.com/dp/B098J2JC6N,B098J2JC6N,"HoneyBeez Premium Raw Honey Infused with Hemp- 32mg per serving (Natural, 8oz)",HoneyBeez,FBA,20075,37.99,179,6800.21,92,3.7,HoneyBeez Infused Honey,2,1318,Large Standard-Size,4.41,5.35,6.06,1.23,71.98,198.58,10/01/2024,35,6,0,1.95
https://amazon.com/dp/B00850192U,B00850192U,"P.R.I Manuka Honey Nuggets, Sweet and All Natural Hard Candy Treat, 3.5oz",P.R.I,FBA,16088,8.99,731,6571.69,564,4.4,Pacific Resources International,1,0,Large Standard-Size,1.65,5.75,7.52,0.22,35.92,99.09,09/01/2024,149,6,7,1.3
https://amazon.com/dp/B0085018W6,B0085018W6,"P.R.I Manuka Honey & Ginger Nuggets, Sweet and All Natural Hard Candy Treat, 3.5oz",P.R.I,FBA,16197,8.99,731,6571.69,564,4.4,Pacific Resources International,1,0,Large Standard-Size,1.26,5.91,7.2,0.26,26.99,74.47,09/01/2024,149,6,7,1.3
https://amazon.com/dp/B0CS56GQ5S,B0CS56GQ5S,"Amazon Saver, Honey, 24 Oz",Amazon Saver,Amazon,8591,7.49,928,6950.72,19,4.7,Amazon,1,0,Large Standard-Size,2.09,3.31,6.38,1.61,N/A,N/A,11/01/2024,3,4,0,48.86
https://amazon.com/dp/B0BYQPH4WR,B0BYQPH4WR,"Sue Bee Honey Regional Northern California Honey, Strained, Unfiltered Beekeeper-Owned Co-op Honey, 24-Ounce",Sue Bee,FBA,19853,15,431,6465,235,4.6,Sioux Honey Co-op,1,5670,Large Standard-Size,2.09,3.58,6.3,1.59,23.73,65.47,10/01/2023,19,8,10,1.83
https://amazon.com/dp/B0BYQJ84NY,B0BYQJ84NY,"Sue Bee Honey Regional Southern California Honey, Strained, Unfiltered Beekeeper-Owned Co-op Honey, 24-Ounce",Sue Bee,FBA,20972,15,431,6465,235,4.6,Sioux Honey Co-op,1,5670,Large Standard-Size,2.13,3.54,6.26,1.63,23.76,65.56,10/01/2023,19,8,10,1.83
https://amazon.com/dp/B0BYQG97G7,B0BYQG97G7,"Sue Bee Honey Regional Great Lakes USA Honey, Strained, Unfiltered Beekeeper-Owned Co-op Honey, 24-Ounce",Sue Bee,FBA,17714,14.99,431,6460.69,235,4.6,Sioux Honey Co-op,1,5670,Large Standard-Size,2.01,3.58,6.26,2.45,22.68,62.56,10/01/2023,16,5,10,1.83
https://amazon.com/dp/B0BYQ7SZF3,B0BYQ7SZF3,"Sue Bee Honey Regional Southern USA Honey, Strained, Unfiltered Beekeeper-Owned Co-op Honey, 24-Ounce",Sue Bee,FBA,19853,14.99,431,6460.69,235,4.6,Sioux Honey Co-op,1,5670,Large Standard-Size,1.97,3.62,6.26,1.57,22.48,62,10/01/2023,19,7,10,1.83
https://amazon.com/dp/B0BYQLYSMS,B0BYQLYSMS,"Sue Bee Honey Regional Midwest USA Honey, Strained, Unfiltered Beekeeper-Owned Co-op Honey, 24-Ounce",Sue Bee,FBA,19853,14.99,431,6460.69,235,4.6,Sioux Honey Co-op,1,5670,Large Standard-Size,2.09,3.58,6.26,1.81,23.58,65.05,10/01/2023,19,8,10,1.83
https://amazon.com/dp/B0BYQPK85T,B0BYQPK85T,"Sue Bee Honey Regional Southwest USA Honey, Strained, Unfiltered Beekeeper-Owned Co-op Honey, 24-Ounce",Sue Bee,FBA,17714,14.99,431,6460.69,235,4.6,Sioux Honey Co-op,1,5670,Large Standard-Size,2.45,3.75,5,1.61,23.13,63.8,10/01/2023,19,7,10,1.83
https://amazon.com/dp/B0BYQP5ZS5,B0BYQP5ZS5,"Sue Bee Honey Regional Rocky Mountains USA Honey, Strained, Unfiltered Beekeeper-Owned Co-op Honey, 24-Ounce",Sue Bee,FBA,19853,15,431,6465,235,4.6,Sioux Honey Co-op,1,5670,Large Standard-Size,2.13,3.7,6.14,1.6,24.33,67.11,10/01/2023,19,9,10,1.83
https://amazon.com/dp/B0BYQX8GDG,B0BYQX8GDG,"Sue Bee Honey Regional Southeast USA Honey, Strained, Unfiltered Beekeeper-Owned Co-op Honey, 24-Ounce",Sue Bee,FBA,20972,14.99,431,6460.69,235,4.6,Sioux Honey Co-op,1,5670,Large Standard-Size,1.57,3.7,6.18,1.6,18.14,50.03,10/01/2023,19,8,10,1.83
https://amazon.com/dp/B0BYQLWXCF,B0BYQLWXCF,"Sue Bee Honey Regional Texas USA Honey, Strained, Unfiltered Beekeeper-Owned Co-op Honey, 24-Ounce",Sue Bee,FBA,17714,14.99,431,6460.69,235,4.6,Sioux Honey Co-op,1,5670,Large Standard-Size,2.13,3.46,6.26,1.59,23.23,64.08,10/01/2023,19,3,10,1.83
https://amazon.com/dp/B008JVHBCW,B008JVHBCW,"Madhava Natural Sweeteners Organic Honey, 22-Ounce - Packaging May Vary",Madhava,Amazon,15765,10.97,562,6165.14,2473,4.5,Amazon,3,7721,Large Standard-Size,2.87,2.95,5,1.46,N/A,N/A,01/01/2023,147,10,3,0.23
https://amazon.com/dp/B0CMYZVYDC,B0CMYZVYDC,"Manukora Raw Manuka Honey, MGO 200+, New Zealand Honey, Non-GMO, Traceable from Hive to Hand, Daily Wellness Support - 360g (12.7 Oz), Squeezy Bottle",Manukora,FBA,42791,45,143,6435,45,4.3,Manukora,3,0,Large Standard-Size,1.65,2.4,6.1,0.87,12.2,33.66,09/01/2024,12,6,0,3.17
https://amazon.com/dp/B08DP63PZX,B08DP63PZX,Comvita MGO 50+ Raw Multifloral Manuka Honey I New Zealand's #1 Manuka Brand I Authentic | Non-GMO Superfood for Everyday Wellness I 8.8 oz,COMVITA,FBA,21161,14.85,324,4811.4,561,4.4,Comvita,8,5375,Large Standard-Size,2.2,2.36,3.31,0.62,8.65,23.87,01/01/2024,51,7,3,0.58
https://amazon.com/dp/B08DP6RBTS,B08DP6RBTS,"Comvita Multifloral Manuka Honey (MGO 50+) | New Zealand’s #1 Manuka Brand | Raw, Wild, Non-GMO | Delicious & Creamy Superfood for Daily Vitality | 17.6 oz",COMVITA,FBA,21161,24.99,324,8096.76,561,4.4,Comvita,3,5375,Large Standard-Size,2.56,2.6,4.41,1.19,14.78,40.77,01/01/2024,51,9,3,0.58
https://amazon.com/dp/B0BXJKRF37,B0BXJKRF37,60lb Raw Honey - Pure and strained - 60 lb Honey Pail - 5 gallon bucket - Wholesale Bulk. Multifloral Honey,The Mosqueta Market,FBM,140793,229.99,28,6439.72,11,3.3,The Mosqueta Market,2,405,Extra-large 50+ to 70 lb,12.5,12.5,15.5,64,N/A,N/A,03/01/2024,20,8,0,2.55
https://amazon.com/dp/B01M59S5JK,B01M59S5JK,"Authentic Mountain Sidr Honey (Jujube) with Propolis - Equal to Manuka Effectiveness, Unheated Unfiltered Unprocessed 100% Natural Gluten Free Raw Liquid Honey (250g / 8.8oz)",Mujeza Al Shifa,FBA,33806,19.99,178,3558.22,425,4.3,Honey World Inc,1,2266,Large Standard-Size,2.4,2.44,4.33,0.63,12.78,35.26,10/01/2023,97,6,13,0.42
https://amazon.com/dp/B00KKC03G4,B00KKC03G4,"Authentic Mountain Sidr Honey - عسل سدر جبلي أصلي - Jujube Honey, Equal to Manuka Effectiveness Unheated Unfiltered Unprocessed 100% Natural Gluten Free Raw Liquid Honey (500g / 17.6oz) عسل المعجزه",Mujeza Al Shifa,FBA,33806,34.99,178,6228.22,426,4.3,Honey World Inc,1,2266,Large Standard-Size,2.64,2.72,4.41,1.19,15.94,43.98,10/01/2023,92,6,13,0.42
https://amazon.com/dp/B01MED6RBK,B01MED6RBK,"Authentic Mountain Sidr Honey- عسل سدر جبلي أصلي - Jujube Honey, Equal to Manuka Effectiveness Gluten Free 100% Natural Raw Liquid Honey (250g / 8.8oz) عسل المعجزه",Mujeza Al Shifa,FBA,33806,19.99,178,3558.22,425,4.3,Honey World Inc,2,2266,Large Standard-Size,2.28,2.4,3.23,0.62,8.9,24.55,10/01/2023,97,6,13,0.42
https://amazon.com/dp/B08C36GM7Z,B08C36GM7Z,"Authentic Mountain Sidr Honey - عسل سدر جبلي أصلي - Jujube Honey, Equal to Manuka Effectiveness Unheated Unfiltered Unprocessed 100% Natural Gluten Free Raw Liquid Honey (6 Jars 500g/17.6oz)",Mujeza Al Shifa,FBA,33806,180,178,32040,425,4.3,Honey World Inc,1,2266,Large Standard-Size,4.41,5.24,7.87,7.21,91.56,252.59,10/01/2023,52,6,13,0.42
https://amazon.com/dp/B084D7ZJYH,B084D7ZJYH,"Authentic Mountain Sidr Honey - Jujube Honey, Unheated Unfiltered Unprocessed 100% Natural Gluten Free Raw Liquid Honey (3 Jars 500g/17.6oz) عسل سدر جبلي",Mujeza Al Shifa,FBA,33806,95,178,16910,425,4.3,Honey World Inc,1,2266,Large Standard-Size,2.64,4.45,7.83,3.59,46.31,127.76,10/01/2023,87,6,13,0.42
https://amazon.com/dp/B079QJDKDH,B079QJDKDH,"Mike's Hot Honey Squeeze Bottle Honey with a Kick, 72 Ounce",Mike's Hot Honey,FBA,75923,68.45,226,15469.7,2414,4.7,ThePrimeMall,6,1703,Large Standard-Size,3.82,9.02,9.09,5,157.69,435.01,04/01/2024,100,7,4,0.09
https://amazon.com/dp/B0BT8PVD6V,B0BT8PVD6V,"Comvita Multifloral Manuka Honey (MGO 50+) | New Zealand’s #1 Manuka Brand | Raw, Wild, Non-GMO | Delicious & Creamy Superfood for Daily Vitality | 11oz Squeeze Bottle",COMVITA,FBA,21351,15.8,319,5040.2,561,4.4,LIVEBEAR,7,5374,Large Standard-Size,2.09,2.28,5.2,0.75,12.48,34.42,01/01/2024,23,6,3,0.57
https://amazon.com/dp/B001BKNJ1A,B001BKNJ1A,"Sandt's Orange Blossom Honey, Unfiltered Raw Honey, Non-GMO Genuine, Pure Honey (2 lbs)",SANDT'S,FBA,23240,29.97,210,6293.7,810,4.6,Sandt's Honey,3,3113,Large Standard-Size,2.8,8.31,9.8,0.04,114.8,316.7,01/01/2024,92,2,0,0.26
https://amazon.com/dp/B006ZXNCFQ,B006ZXNCFQ,Steens Manuka Honey - MGO 263+ - Pure & Raw 100% Certified UMF 10+ Manuka Honey - Bottled and Sealed in New Zealand - 17.6 oz Jar…,Steens,FBA,58065,39.9,157,6264.3,355,4.6,Steens Honey,1,0,Large Standard-Size,2.32,2.32,5.39,1.19,14.61,40.29,09/01/2024,147,9,3,0.44
https://amazon.com/dp/B0D9NDDWNS,B0D9NDDWNS,100% Raw & Pure New Zealand Manuka Honey - 15+ Active | Premium Grade UMF Certified Honey 17.6oz / 500g,Mujeza Al Shifa,FBA,40795,49.99,173,8648.27,425,4.3,Honey World Inc,1,2261,Large Standard-Size,2.6,2.6,4.41,1.21,15.01,41.41,10/01/2023,2,5,13,0.41
https://amazon.com/dp/B0D9NCJ3DM,B0D9NCJ3DM,100% Raw & Pure New Zealand Manuka Honey - MGO 800+ | 20+ Active | Premium Grade UMF Certified Honey 17.6oz / 500g,Mujeza Al Shifa,FBA,40795,59.99,173,10378.27,425,4.3,Honey World Inc,1,2261,Large Standard-Size,2.52,2.56,4.84,1.18,15.72,43.37,10/01/2023,1,5,13,0.41
https://amazon.com/dp/B001GI18CE,B001GI18CE,Raw Manuka Honey YS Eco Bee Farms 12 oz Paste,YS Eco Bee Farms,FBA,40411,38.24,161,6156.64,780,4.6,KINARA,5,1859,Large Standard-Size,3.31,3.46,7.8,1.21,44.98,124.07,10/01/2023,240,2,0,0.21
https://amazon.com/dp/B0D6RXL7BP,B0D6RXL7BP,Honey MGO 696+ LIMITED EDITION Pure & Raw 100% Certified UMF 18+ Manuka Honey - Bottled and Sealed in New Zealand-500g,Steens,FBA,76058,79.9,76,6072.4,31,4.7,Steens Honey,1,0,Large Standard-Size,3.03,3.07,5.12,1.23,23.98,66.15,09/01/2024,4,9,0,2.46
https://amazon.com/dp/B0CLTT6WYT,B0CLTT6WYT,JIMERITO HONEY 5 MIL. MIEL JIMERITO 100% PURE VIRGEN CASA BOTANICA,Casa Botanica,FBM,16529,10.75,542,5826.5,178,4.1,casa botanica,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06/01/2024,67,3,0,3.06
https://amazon.com/dp/B09ZPYP7T8,B09ZPYP7T8,"Carmichael’s Organic Honey - Premium Quality, USDA Certified Organic, Unpasteurized, Raw, & Unfiltered Honey - Non-GMO, 100% Pure & Natural Sweetener With No Additives or Traces Of Pesticides (16 oz)",Carmichael's Honey,FBA,67111,10.99,397,4363.03,600,4.5,Carmichael’s Honey,1,2797,Large Standard-Size,1.77,2.72,6.06,1.06,14.69,40.52,06/01/2023,30,1,3,0.66
https://amazon.com/dp/B096W775J3,B096W775J3,"Aunt Sue's Raw & Unfiltered Organic Honey, 24 Ounce (1.5 LB) From Brazil, Strained Pure Honey",Aunt Sue's,FBA,26541,15,372,5580,2255,4.7,Sioux Honey Co-op,1,3780,Large Standard-Size,2.05,3.66,6.34,1.59,23.95,66.07,03/01/2023,41,6,3,0.17
https://amazon.com/dp/B01LXRMD4N,B01LXRMD4N,Goshen Honey Amish Extremely Raw ROYAL JELLY Honey 100% Organically Pure Fresh Natural Domestic Honey With Life Enzymes Health Benefits | Unfiltered Unprocessed Unheated | 1 Lb Jar | 16 Oz Glass Jar,Goshen Honey,FBA,27975,29.99,189,5668.11,681,4.3,Goshen Honey DBA Amish Honey,1,2842,Large Standard-Size,3.86,3.9,6.22,1.59,47.14,130.05,04/01/2024,90,6,0,0.28
https://amazon.com/dp/B0CW25PQY6,B0CW25PQY6,"Y.S. Eco Bee Farms Raw Honey - 22 oz, Packed by Ilios",ILIOS,FBA,31060,21.99,227,4991.73,37,4.7,Shop Healthy Inc.,1,0,Large Standard-Size,3.58,5.04,7.64,1.5,69.4,191.46,08/01/2024,8,6,2,6.12
https://amazon.com/dp/B00K8F7AHI,B00K8F7AHI,Bonne Maman Honey Sticks - 100 Ct x 0.5 oz - Kosher,Bonne Maman,FBA,97187,54.19,99,5364.81,105,4.4,VerSure,3,1219,Large Standard-Size,6.06,7.6,12.13,4.39,281.27,775.92,01/01/2023,126,1,0,0.94
https://amazon.com/dp/B0CV5NF2QM,B0CV5NF2QM,Raw Royal Honey (Authentic Yemen Douani Sidr Honey) عسل سدر يمني أصلي دوعني Gluten Free Non GMO 100% Natural Raw Honey (300g / 10.6oz),Mujeza Al Shifa,FBA,56494,49.99,88,4399.12,304,4.2,Honey World Inc,1,1218,Large Standard-Size,4.76,6.26,9.53,1.71,143.04,394.61,03/01/2024,7,7,4,0.29
https://amazon.com/dp/B075DYJR6C,B075DYJR6C,Raw Royal Honey | Authentic Yemen Douani Sidr Honey | Gluten Free Non GMO 100% Natural Raw Honey 250g / 8.8oz,Mujeza Al Shifa,FBA,66624,45,88,3960,305,4.2,Honey World Inc,1,1218,Large Standard-Size,2.72,2.87,4.17,0.64,16.39,45.21,03/01/2024,64,6,4,0.29
https://amazon.com/dp/B07DFSGH5Z,B07DFSGH5Z,"Savannah Bee Company Honey - Pure, Natural, Raw Honey",Savannah Bee Company,FBM,17902,17.54,335,5875.9,373,4.7,By AMZ Order,11,3635,Large Standard-Size,2.68,3.23,7.8,1.28,N/A,N/A,09/01/2024,135,9,13,0.9
https://amazon.com/dp/B08218PSM5,B08218PSM5,"Carpathian Raw Buckwheat Honey | 100% Pure, Unfiltered, Unpasteurized, Ethically Sourced | Glass Jar, 2.2 Lb (1kg)",Carpathian Healer,FBA,49748,22.99,234,5379.66,308,4.2,Goshen Honey DBA Amish Honey,1,1972,Large Standard-Size,4.29,4.33,6.73,2.98,62.94,173.63,01/01/2024,59,7,0,0.76
https://amazon.com/dp/B07FVTVCJR,B07FVTVCJR,"Aunt Sue's Raw & Unfiltered Organic Honey, 16 Ounce (1 LB) From Brazil, Strained Pure Honey",Aunt Sue's,FBA,29644,13.99,385,5386.15,2255,4.7,Sioux Honey Co-op,1,3765,Large Standard-Size,1.73,3.15,6.14,1.06,16.85,46.47,03/01/2023,43,5,3,0.17
https://amazon.com/dp/B07RZ9G1JH,B07RZ9G1JH,"Savannah Bee Company Honey - Pure, Natural, Raw Honey",Savannah Bee Company,FBA,21902,15,335,5025,373,4.7,BIGFLY,1,3635,Large Standard-Size,4.33,4.37,7.6,1.52,72.4,199.73,09/01/2024,65,8,13,0.9
https://amazon.com/dp/B001LQXUU4,B001LQXUU4,Stakich Wildflower Honey Stix (100 Stix),Stakich,FBA,34924,21.95,219,4807.05,1261,4.6,Stakich Inc,1,2382,Large Standard-Size,1.22,7.01,7.09,1.23,30.53,84.22,03/01/2023,191,5,5,0.17
https://amazon.com/dp/B00CS687B8,B00CS687B8,Stakich Wildflower Honey Stix (500 Stix),Stakich,FBA,38313,99.95,219,21889.05,1261,4.6,Stakich Inc,1,2382,Large Standard-Size,6.34,6.73,8.27,6.55,177.66,490.09,03/01/2023,137,5,5,0.17
https://amazon.com/dp/B00GTWRXQW,B00GTWRXQW,Stakich Wildflower Honey Stix (2000 Stix),Stakich,FBM,38313,389.95,219,85399.05,1261,4.6,Stakich Inc,1,2382,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03/01/2023,38,4,5,0.17
https://amazon.com/dp/B07N92LS99,B07N92LS99,Stakich Wildflower Honey Stix (200 Stix),Stakich,FBA,38313,39.95,219,8749.05,1261,4.6,Stakich Inc,1,2382,Large Standard-Size,2.09,6.65,8.5,2.47,59.48,164.08,03/01/2023,69,3,5,0.17
https://amazon.com/dp/B00JKQDBDS,B00JKQDBDS,"Virginia Brand Pure Honey, 12 oz",Virginia Brand,Amazon,22002,7.3,687,5015.1,352,4.6,Amazon,1,14274,Large Standard-Size,2.13,2.17,5.39,0.79,N/A,N/A,08/01/2024,127,2,1,1.95
https://amazon.com/dp/B074H61LZ3,B074H61LZ3,"365 by Whole Foods Market, Organic Amber Mountain Forest Honey, 24 Ounce",365 by Whole Foods Market,Amazon,17322,9.79,518,5071.22,1383,4.6,Amazon,2,0,Large Standard-Size,2.6,2.68,6.97,1.59,N/A,N/A,05/01/2024,18,6,1,0.37
https://amazon.com/dp/B004VLTCHQ,B004VLTCHQ,TruffleHunter - White Truffle Honey - Acacia Honey Condiment - 4.24 Oz,TruffleHunter,FBA,26838,19.95,204,4069.8,964,4.4,TruffleHunter Inc,1,3556,Large Standard-Size,2.6,4.92,7.83,0.57,50.44,139.15,12/01/2023,150,7,4,0.21
https://amazon.com/dp/B06XDJNQY1,B06XDJNQY1,TruffleHunter - White Truffle Honey - Acacia Honey Condiment - 8.46 Oz,TruffleHunter,FBA,26632,34.95,204,7129.8,964,4.4,TruffleHunter Inc,1,3556,Large Standard-Size,2.99,6.18,7.83,0.95,72.84,200.95,12/01/2023,150,8,4,0.21
https://amazon.com/dp/B07HPD7C8C,B07HPD7C8C,Raw Honey - Pure All Natural Unfiltered & Unpasteurized - McCoy's Honey Florida Orange Blossom Honey 1 Gallon,McCoy's Honey,FBA,119273,96.99,52,5043.48,181,4.7,Jamlyn-Supply,1,561,Large Standard-Size,5.87,5.87,12.01,12.06,208.35,574.76,11/01/2022,73,2,0,0.29
https://amazon.com/dp/B0B1SLP4Y6,B0B1SLP4Y6,Birch & Meadow Granulated Honey (1.5 lb),BIRCH & MEADOW,FBA,26257,18.49,168,3106.32,115,4.4,Axio Supply,1,2291,Large Standard-Size,3.5,5.5,5.5,1.7,53.31,147.05,02/01/2024,29,3,3,1.46
https://amazon.com/dp/B07FZ7ZWW8,B07FZ7ZWW8,"Savannah Bee Company Honey - Pure, Natural, Raw Honey",Savannah Bee Company,FBA,18960,15,335,5025,373,4.7,BIGFLY,1,3635,Large Standard-Size,2.6,2.83,8.7,1.28,32.23,88.91,09/01/2024,70,7,13,0.9
https://amazon.com/dp/B09GW7TXH3,B09GW7TXH3,"Glorybee, Premium Honey Syrup, Real Honey, No Artifical colors or flavors, 25.4 fl oz",GloryBee,Amazon,18552,11.34,433,4910.22,145,4.3,Amazon,1,4956,Large Standard-Size,2.6,2.68,10.2,2.25,N/A,N/A,03/01/2023,37,4,0,2.98
https://amazon.com/dp/B000IZABLU,B000IZABLU,"YS Organic Bee Farms - Healthy Honey (Raw), 14 oz",YS Eco Bee Farms,FBA,35305,14.56,382,5561.92,909,4.6,Shop Healthy Inc.,6,7039,Large Standard-Size,3.07,3.78,4.25,0.97,24.83,68.5,01/01/2024,245,4,0,0.42
https://amazon.com/dp/B07YM42GQK,B07YM42GQK,"Mountain Valley Raw Honey Gift Set, Box of 6 with Premium New Zealand Manuka Honey MGO 83+, Pure Natural Honey Collection, 6 x 4.4oz Pots, Perfect Gourmet Food Gift for Families",Mountain Valley Honey,FBA,50427,49.97,97,4847.09,290,4.7,Mountain Valley Honey,1,2170,Large Standard-Size,3.19,6.57,7.72,2.54,81.46,224.72,12/01/2022,58,9,0,0.33
https://amazon.com/dp/B00AP70A4O,B00AP70A4O,Prince of Peace Instant Ginger Honey Crystals (30ct),Prince Of Peace,FBA,19985,13.5,366,4941,1299,4.8,KC Commerce,10,6019,Large Standard-Size,3.11,9.72,12.68,1.39,192.98,532.37,12/01/2023,142,2,0,0.28
https://amazon.com/dp/B09PC93YGH,B09PC93YGH,"Apiterra - Raw Wildflower Honey, Pure & Unfiltered, 3.5 lbs",Apiterra,FBA,65511,35.99,62,2231.38,519,4.3,ApiTerra,1,671,Large Standard-Size,6.14,6.57,11.89,4.25,241.49,666.17,11/01/2022,34,7,5,0.12
https://amazon.com/dp/B08TZPRNWG,B08TZPRNWG,Apiterra - Raw Honey Bulk 16 lbs Bucket Unfiltered Unpasteurized 100% Pure and Natural Wildflower Raw Honey,Apiterra,FBA,65511,104.99,62,6509.38,519,4.3,ApiTerra,1,671,Large bulky,12,12,12,17.85,560,1400,11/01/2022,45,7,5,0.12
https://amazon.com/dp/B0CLKM3HB9,B0CLKM3HB9,12lb Raw Honey - Pure and strained - 12 lb Honey Pail - 1 gallon bucket - Wholesale Bulk. Baker's. Industry. Light Amber 12 pound Multifloral Honey,The Mosqueta Market,FBA,50965,49.99,95,4749.05,25,3.7,The Mosqueta Market,2,0,Large bulky,8.35,8.46,8.86,12.99,202.83,507.08,09/01/2024,20,7,0,3.79
https://amazon.com/dp/B0CYQ7MQRD,B0CYQ7MQRD,LAKRIDS BY BÜLOW - Milk & Honey - 9.35 OZ - Organic Chocolate Coated Gourmet Licorice from Scandinavia - Gluten Free & Gelatine Free - Danish Candy,LAKRIDS BY BÜLOW,FBM,52546,27.99,164,4590.36,116,4.4,LAKRIDS BY BULOW,1,0,Extra-large 150+ lb,28.35,28.35,56.69,0.88,N/A,N/A,09/01/2024,3,8,10,1.4
